"timestamp","source","message"
"2021-03-18T14:31:19.106Z","new-ecommerce-t2","[2021-03-18 14:31:00] report.CRITICAL: SQLSTATE[08S01]: Communication link failure: 1047 WSREP has not yet prepared node for application use, query was: SELECT `main_table`.* FROM `store_group` AS `main_table` WHERE (`main_table`.`website_id` IN('1')) ORDER BY main_table.name ASC\\n {""exception"":""[object] (Zend_Db_Statement_Exception(code: 8): SQLSTATE[08S01]: Communication link failure: 1047 WSREP has not yet prepared node for application use, query was: SELECT `main_table`.* FROM `store_group` AS `main_table` WHERE (`main_table`.`website_id` IN('1')) ORDER BY main_table.name ASC\\n at /var/www/html/vendor/magento/framework/DB/Statement/Pdo/Mysql.php:110, PDOException(code: 08S01): SQLSTATE[08S01]: Communication link failure: 1047 WSREP has not yet prepared node for application use at /var/www/html/vendor/magento/framework/DB/Statement/Pdo/Mysql.php:91)""} []"
"2021-03-18T16:47:23.299Z","new-ecommerce-t2","[2021-03-18 16:46:38] report.CRITICAL:  for Api Call: lists/bab635e947/interest-categories - error:14094438:SSL routines:ssl3_read_bytes:tlsv1 alert internal error {""exception"":""[object] (Mailchimp_HttpError(code: 0):  for Api Call: lists/bab635e947/interest-categories - error:14094438:SSL routines:ssl3_read_bytes:tlsv1 alert internal error at /var/www/html/vendor/ebizmarts/mailchimp-lib/src/Mailchimp.php:236)""} []"
